NO_LAPORAN,TGL_LAPORAN,MO,MO_clean,MO_casefold,MO_normalized,MO_tokens,MO_stopwords,MO_tokens_stemmed,MO_final_text
LP/B/33/II/2021/Kalbar/Res/Mpw/Sek/Sui Pinyuh,19 Februari 2021,"Pelaku berpura-pura menjadi tamu/pembeli, saat korban lengah pelaku mengambil tabung gas dan sembako.",Pelaku berpura pura menjadi tamu pembeli saat korban lengah pelaku mengambil tabung gas dan sembako,pelaku berpura pura menjadi tamu pembeli saat korban lengah pelaku mengambil tabung gas dan sembako,pelaku berpura pura menjadi tamu pembeli saat korban lengah pelaku mengambil tabung gas dan sembako,"['pelaku', 'berpura', 'pura', 'menjadi', 'tamu', 'pembeli', 'saat', 'korban', 'lengah', 'pelaku', 'mengambil', 'tabung', 'gas', 'dan', 'sembako']","['pelaku', 'berpura', 'pura', 'tamu', 'pembeli', 'korban', 'lengah', 'pelaku', 'mengambil', 'tabung', 'gas', 'sembako']","['pelaku', 'pura', 'pura', 'tamu', 'pembeli', 'korban', 'lengah', 'pelaku', 'ambil', 'tabung', 'gas', 'sembako']",pelaku pura pura tamu pembeli korban lengah pelaku ambil tabung gas sembako
LP/B/4/II/2021/Kalbar/Res/Mpw/Sek/Sui Pinyuh,19 Februari 2021,"Pelaku merusak kunci stang motor menggunakan kunci T saat motor diparkir di Jl. Raya Galang RT 10/RW 07, Peniraman, Kec. Sungai Pinyuh, Kab. Mempawah, lalu membawanya kabur.",Pelaku merusak kunci stang motor menggunakan kunci T saat motor diparkir di Jl Raya Galang RT RW Peniraman Kec Sungai Pinyuh Kab Mempawah lalu membawanya kabur,pelaku merusak kunci stang motor menggunakan kunci t saat motor diparkir di jl raya galang rt rw peniraman kec sungai pinyuh kab mempawah lalu membawanya kabur,pelaku merusak kunci stang motor menggunakan kunci t saat motor diparkir di jalan raya galang rukun tetangga rukun warga peniraman kecamatan sungai pinyuh kabupaten mempawah lalu membawanya kabur,"['pelaku', 'merusak', 'kunci', 'stang', 'motor', 'menggunakan', 'kunci', 't', 'saat', 'motor', 'diparkir', 'di', 'jalan', 'raya', 'galang', 'rukun', 'tetangga', 'rukun', 'warga', 'peniraman', 'kecamatan', 'sungai', 'pinyuh', 'kabupaten', 'mempawah', 'lalu', 'membawanya', 'kabur']","['pelaku', 'merusak', 'kunci', 'stang', 'motor', 'kunci', 'motor', 'diparkir', 'jalan', 'raya', 'galang', 'rukun', 'tetangga', 'rukun', 'warga', 'peniraman', 'kecamatan', 'sungai', 'pinyuh', 'kabupaten', 'mempawah', 'membawanya', 'kabur']","['pelaku', 'rusak', 'kunci', 'stang', 'motor', 'kunci', 'motor', 'parkir', 'jalan', 'raya', 'galang', 'rukun', 'tetangga', 'rukun', 'warga', 'tiram', 'camat', 'sungai', 'pinyuh', 'kabupaten', 'mempawah', 'bawa', 'kabur']",pelaku rusak kunci stang motor kunci motor parkir jalan raya galang rukun tetangga rukun warga tiram camat sungai pinyuh kabupaten mempawah bawa kabur
LP/B/35/II/2021/Kalbar/Res/Mpw/Sek/Sui Pinyuh,23 Februari 2021,"Pelaku mengamati rumah korban yang sedang kosong, kemudian memanjat pagar belakang dan menguras isi laci kasir.",Pelaku mengamati rumah korban yang sedang kosong kemudian memanjat pagar belakang dan menguras isi laci kasir,pelaku mengamati rumah korban yang sedang kosong kemudian memanjat pagar belakang dan menguras isi laci kasir,pelaku mengamati rumah korban yang sedang kosong kemudian memanjat pagar belakang dan menguras isi laci kasir,"['pelaku', 'mengamati', 'rumah', 'korban', 'yang', 'sedang', 'kosong', 'kemudian', 'memanjat', 'pagar', 'belakang', 'dan', 'menguras', 'isi', 'laci', 'kasir']","['pelaku', 'mengamati', 'rumah', 'korban', 'kosong', 'memanjat', 'pagar', 'menguras', 'isi', 'laci', 'kasir']","['pelaku', 'amat', 'rumah', 'korban', 'kosong', 'panjat', 'pagar', 'menguras', 'isi', 'laci', 'kasir']",pelaku amat rumah korban kosong panjat pagar menguras isi laci kasir
LP/B/36/II/2021/Kalbar/Res/Mpw/Sek/Sui Pinyuh,24 Februari 2021,"Pelaku mengamati rumah korban yang sedang kosong, kemudian mencongkel jendela samping dan mengambil barang berharga tersebut.",Pelaku mengamati rumah korban yang sedang kosong kemudian mencongkel jendela samping dan mengambil barang berharga tersebut,pelaku mengamati rumah korban yang sedang kosong kemudian mencongkel jendela samping dan mengambil barang berharga tersebut,pelaku mengamati rumah korban yang sedang kosong kemudian mencongkel jendela samping dan mengambil barang berharga tersebut,"['pelaku', 'mengamati', 'rumah', 'korban', 'yang', 'sedang', 'kosong', 'kemudian', 'mencongkel', 'jendela', 'samping', 'dan', 'mengambil', 'barang', 'berharga', 'tersebut']","['pelaku', 'mengamati', 'rumah', 'korban', 'kosong', 'mencongkel', 'jendela', 'samping', 'mengambil', 'barang', 'berharga']","['pelaku', 'amat', 'rumah', 'korban', 'kosong', 'congkel', 'jendela', 'samping', 'ambil', 'barang', 'harga']",pelaku amat rumah korban kosong congkel jendela samping ambil barang harga
LP/B/37/II/2021/Kalbar/Res/Mpw/Sek/Sui Pinyuh,26 Februari 2021,"Pelaku merusak kunci stang motor menggunakan kunci T saat motor diparkir di Jl. Pendidikan RT 18/RW 09, Sungai Purun Besar, Kec. Sungai Pinyuh, Kab. Mempawah, lalu membawanya kabur.",Pelaku merusak kunci stang motor menggunakan kunci T saat motor diparkir di Jl Pendidikan RT RW Sungai Purun Besar Kec Sungai Pinyuh Kab Mempawah lalu membawanya kabur,pelaku merusak kunci stang motor menggunakan kunci t saat motor diparkir di jl pendidikan rt rw sungai purun besar kec sungai pinyuh kab mempawah lalu membawanya kabur,pelaku merusak kunci stang motor menggunakan kunci t saat motor diparkir di jalan pendidikan rukun tetangga rukun warga sungai purun besar kecamatan sungai pinyuh kabupaten mempawah lalu membawanya kabur,"['pelaku', 'merusak', 'kunci', 'stang', 'motor', 'menggunakan', 'kunci', 't', 'saat', 'motor', 'diparkir', 'di', 'jalan', 'pendidikan', 'rukun', 'tetangga', 'rukun', 'warga', 'sungai', 'purun', 'besar', 'kecamatan', 'sungai', 'pinyuh', 'kabupaten', 'mempawah', 'lalu', 'membawanya', 'kabur']","['pelaku', 'merusak', 'kunci', 'stang', 'motor', 'kunci', 'motor', 'diparkir', 'jalan', 'pendidikan', 'rukun', 'tetangga', 'rukun', 'warga', 'sungai', 'purun', 'kecamatan', 'sungai', 'pinyuh', 'kabupaten', 'mempawah', 'membawanya', 'kabur']","['pelaku', 'rusak', 'kunci', 'stang', 'motor', 'kunci', 'motor', 'parkir', 'jalan', 'didik', 'rukun', 'tetangga', 'rukun', 'warga', 'sungai', 'purun', 'camat', 'sungai', 'pinyuh', 'kabupaten', 'mempawah', 'bawa', 'kabur']",pelaku rusak kunci stang motor kunci motor parkir jalan didik rukun tetangga rukun warga sungai purun camat sungai pinyuh kabupaten mempawah bawa kabur
LP/B/38/II/2021/Kalbar/Res/Mpw/Sek/Sui Pinyuh,28 Februari 2021,"Pelaku mengajak korban kerjasama bisnis jual beli sawit dengan janji keuntungan 20%, namun ternyata bisnis tersebut fiktif.",Pelaku mengajak korban kerjasama bisnis jual beli sawit dengan janji keuntungan namun ternyata bisnis tersebut fiktif,pelaku mengajak korban kerjasama bisnis jual beli sawit dengan janji keuntungan namun ternyata bisnis tersebut fiktif,pelaku mengajak korban kerjasama bisnis jual beli sawit dengan janji keuntungan namun ternyata bisnis tersebut fiktif,"['pelaku', 'mengajak', 'korban', 'kerjasama', 'bisnis', 'jual', 'beli', 'sawit', 'dengan', 'janji', 'keuntungan', 'namun', 'ternyata', 'bisnis', 'tersebut', 'fiktif']","['pelaku', 'mengajak', 'korban', 'kerjasama', 'bisnis', 'jual', 'beli', 'sawit', 'janji', 'keuntungan', 'bisnis', 'fiktif']","['pelaku', 'ajak', 'korban', 'kerjasama', 'bisnis', 'jual', 'beli', 'sawit', 'janji', 'untung', 'bisnis', 'fiktif']",pelaku ajak korban kerjasama bisnis jual beli sawit janji untung bisnis fiktif
LP/B/41/III/2021/Kalbar/Res/Mpw/Sek/Sui Pinyuh,2 Maret 2021,Pelaku melakukan penganiayaan karena tidak terima dituduh melakukan kesalahan.,Pelaku melakukan penganiayaan karena tidak terima dituduh melakukan kesalahan,pelaku melakukan penganiayaan karena tidak terima dituduh melakukan kesalahan,pelaku melakukan penganiayaan karena tidak terima dituduh melakukan kesalahan,"['pelaku', 'melakukan', 'penganiayaan', 'karena', 'tidak', 'terima', 'dituduh', 'melakukan', 'kesalahan']","['pelaku', 'penganiayaan', 'terima', 'dituduh', 'kesalahan']","['pelaku', 'aniaya', 'terima', 'tuduh', 'salah']",pelaku aniaya terima tuduh salah
LP/B/42/III/2021/Kalbar/Res/Mpw/Sek/Sui Pinyuh,5 Maret 2021,"Pelaku melihat 1 unit HP Samsung Galaxy yang diletakkan korban di Jl. Jurusan Pontianak, Desa/Kel. Nusapati, Kec. Sungai Pinyuh, kemudian dengan cepat menguras isi laci kasir.",Pelaku melihat unit HP Samsung Galaxy yang diletakkan korban di Jl Jurusan Pontianak Desa Kel Nusapati Kec Sungai Pinyuh kemudian dengan cepat menguras isi laci kasir,pelaku melihat unit hp samsung galaxy yang diletakkan korban di jl jurusan pontianak desa kel nusapati kec sungai pinyuh kemudian dengan cepat menguras isi laci kasir,pelaku melihat unit handphone samsung galaxy yang diletakkan korban di jalan jurusan pontianak desa keluarga nusapati kecamatan sungai pinyuh kemudian dengan cepat menguras isi laci kasir,"['pelaku', 'melihat', 'unit', 'handphone', 'samsung', 'galaxy', 'yang', 'diletakkan', 'korban', 'di', 'jalan', 'jurusan', 'pontianak', 'desa', 'keluarga', 'nusapati', 'kecamatan', 'sungai', 'pinyuh', 'kemudian', 'dengan', 'cepat', 'menguras', 'isi', 'laci', 'kasir']","['pelaku', 'unit', 'handphone', 'samsung', 'galaxy', 'diletakkan', 'korban', 'jalan', 'jurusan', 'pontianak', 'desa', 'keluarga', 'nusapati', 'kecamatan', 'sungai', 'pinyuh', 'cepat', 'menguras', 'isi', 'laci', 'kasir']","['pelaku', 'unit', 'handphone', 'samsung', 'galaxy', 'letak', 'korban', 'jalan', 'jurus', 'pontianak', 'desa', 'keluarga', 'nusapati', 'camat', 'sungai', 'pinyuh', 'cepat', 'menguras', 'isi', 'laci', 'kasir']",pelaku unit handphone samsung galaxy letak korban jalan jurus pontianak desa keluarga nusapati camat sungai pinyuh cepat menguras isi laci kasir
LP/B/43/III/2021/Kalbar/Res/Mpw/Sek/Sui Pinyuh,7 Maret 2021,"Pelaku menawarkan barang elektronik black market kepada korban dengan harga murah, korban mentransfer uang namun barang tidak pernah dikirim.",Pelaku menawarkan barang elektronik black market kepada korban dengan harga murah korban mentransfer uang namun barang tidak pernah dikirim,pelaku menawarkan barang elektronik black market kepada korban dengan harga murah korban mentransfer uang namun barang tidak pernah dikirim,pelaku menawarkan barang elektronik black market kepada korban dengan harga murah korban mentransfer uang namun barang tidak pernah dikirim,"['pelaku', 'menawarkan', 'barang', 'elektronik', 'black', 'market', 'kepada', 'korban', 'dengan', 'harga', 'murah', 'korban', 'mentransfer', 'uang', 'namun', 'barang', 'tidak', 'pernah', 'dikirim']","['pelaku', 'menawarkan', 'barang', 'elektronik', 'black', 'market', 'korban', 'harga', 'murah', 'korban', 'mentransfer', 'uang', 'barang', 'dikirim']","['pelaku', 'tawar', 'barang', 'elektronik', 'black', 'market', 'korban', 'harga', 'murah', 'korban', 'transfer', 'uang', 'barang', 'kirim']",pelaku tawar barang elektronik black market korban harga murah korban transfer uang barang kirim
LP/B/44/III/2021/Kalbar/Res/Mpw/Sek/Sui Pinyuh,7 Maret 2021,"Pelaku melihat 1 unit Laptop ASUS yang diletakkan korban di Dusun Kenanga, Sungai Purun Besar, Kec. Sungai Pinyuh, kemudian dengan cepat menguras isi laci kasir.",Pelaku melihat unit Laptop ASUS yang diletakkan korban di Dusun Kenanga Sungai Purun Besar Kec Sungai Pinyuh kemudian dengan cepat menguras isi laci kasir,pelaku melihat unit laptop asus yang diletakkan korban di dusun kenanga sungai purun besar kec sungai pinyuh kemudian dengan cepat menguras isi laci kasir,pelaku melihat unit laptop asus yang diletakkan korban di dusun kenanga sungai purun besar kecamatan sungai pinyuh kemudian dengan cepat menguras isi laci kasir,"['pelaku', 'melihat', 'unit', 'laptop', 'asus', 'yang', 'diletakkan', 'korban', 'di', 'dusun', 'kenanga', 'sungai', 'purun', 'besar', 'kecamatan', 'sungai', 'pinyuh', 'kemudian', 'dengan', 'cepat', 'menguras', 'isi', 'laci', 'kasir']","['pelaku', 'unit', 'laptop', 'asus', 'diletakkan', 'korban', 'dusun', 'kenanga', 'sungai', 'purun', 'kecamatan', 'sungai', 'pinyuh', 'cepat', 'menguras', 'isi', 'laci', 'kasir']","['pelaku', 'unit', 'laptop', 'asus', 'letak', 'korban', 'dusun', 'kenanga', 'sungai', 'purun', 'camat', 'sungai', 'pinyuh', 'cepat', 'menguras', 'isi', 'laci', 'kasir']",pelaku unit laptop asus letak korban dusun kenanga sungai purun camat sungai pinyuh cepat menguras isi laci kasir
LP/B/45/III/2021/Kalbar/Res/Mpw/Sek/Sui Pinyuh,9 Maret 2021,Pelaku melakukan pemukulan karena kesalahpahaman transaksi jual beli.,Pelaku melakukan pemukulan karena kesalahpahaman transaksi jual beli,pelaku melakukan pemukulan karena kesalahpahaman transaksi jual beli,pelaku melakukan pemukulan karena kesalahpahaman transaksi jual beli,"['pelaku', 'melakukan', 'pemukulan', 'karena', 'kesalahpahaman', 'transaksi', 'jual', 'beli']","['pelaku', 'pemukulan', 'kesalahpahaman', 'transaksi', 'jual', 'beli']","['pelaku', 'pukul', 'kesalahpahaman', 'transaksi', 'jual', 'beli']",pelaku pukul kesalahpahaman transaksi jual beli
LP/B/47/III/2021/Kalbar/Res/Mpw/Sek/Sui Pinyuh,15 Maret 2021,"Pelaku dalam keadaan mabuk mendatangi rumah korban dan berteriak-teriak, kemudian melempar kaca jendela hingga pecah.",Pelaku dalam keadaan mabuk mendatangi rumah korban dan berteriak teriak kemudian melempar kaca jendela hingga pecah,pelaku dalam keadaan mabuk mendatangi rumah korban dan berteriak teriak kemudian melempar kaca jendela hingga pecah,pelaku dalam keadaan mabuk mendatangi rumah korban dan berteriak teriak kemudian melempar kaca jendela hingga pecah,"['pelaku', 'dalam', 'keadaan', 'mabuk', 'mendatangi', 'rumah', 'korban', 'dan', 'berteriak', 'teriak', 'kemudian', 'melempar', 'kaca', 'jendela', 'hingga', 'pecah']","['pelaku', 'mabuk', 'rumah', 'korban', 'berteriak', 'teriak', 'melempar', 'kaca', 'jendela', 'pecah']","['pelaku', 'mabuk', 'rumah', 'korban', 'teriak', 'teriak', 'lempar', 'kaca', 'jendela', 'pecah']",pelaku mabuk rumah korban teriak teriak lempar kaca jendela pecah
LP/B/48/III/2021/Kalbar/Res/Mpw/Sek/Sui Pinyuh,17 Maret 2021,"Karena marah tidak diberi uang keamanan, pelaku merusak pintu pagar hingga roboh milik korban.",Karena marah tidak diberi uang keamanan pelaku merusak pintu pagar hingga roboh milik korban,karena marah tidak diberi uang keamanan pelaku merusak pintu pagar hingga roboh milik korban,karena marah tidak diberi uang keamanan pelaku merusak pintu pagar hingga roboh milik korban,"['karena', 'marah', 'tidak', 'diberi', 'uang', 'keamanan', 'pelaku', 'merusak', 'pintu', 'pagar', 'hingga', 'roboh', 'milik', 'korban']","['marah', 'uang', 'keamanan', 'pelaku', 'merusak', 'pintu', 'pagar', 'roboh', 'milik', 'korban']","['marah', 'uang', 'aman', 'pelaku', 'rusak', 'pintu', 'pagar', 'roboh', 'milik', 'korban']",marah uang aman pelaku rusak pintu pagar roboh milik korban
LP/B/52/III/2021/Kalbar/Res/Mpw/Sek/Sui Pinyuh,24 Maret 2021,"Pelaku melihat uang tunai Rp 10.000.000 yang diletakkan korban di Gg. Cempaka, Desa/Kel. Nusapati, Kec. Sungai Pinyuh, kemudian dengan cepat mengambil tabung gas dan sembako.",Pelaku melihat uang tunai Rp yang diletakkan korban di Gg Cempaka Desa Kel Nusapati Kec Sungai Pinyuh kemudian dengan cepat mengambil tabung gas dan sembako,pelaku melihat uang tunai rp yang diletakkan korban di gg cempaka desa kel nusapati kec sungai pinyuh kemudian dengan cepat mengambil tabung gas dan sembako,pelaku melihat uang tunai rupiah yang diletakkan korban di gang cempaka desa keluarga nusapati kecamatan sungai pinyuh kemudian dengan cepat mengambil tabung gas dan sembako,"['pelaku', 'melihat', 'uang', 'tunai', 'rupiah', 'yang', 'diletakkan', 'korban', 'di', 'gang', 'cempaka', 'desa', 'keluarga', 'nusapati', 'kecamatan', 'sungai', 'pinyuh', 'kemudian', 'dengan', 'cepat', 'mengambil', 'tabung', 'gas', 'dan', 'sembako']","['pelaku', 'uang', 'tunai', 'rupiah', 'diletakkan', 'korban', 'gang', 'cempaka', 'desa', 'keluarga', 'nusapati', 'kecamatan', 'sungai', 'pinyuh', 'cepat', 'mengambil', 'tabung', 'gas', 'sembako']","['pelaku', 'uang', 'tunai', 'rupiah', 'letak', 'korban', 'gang', 'cempaka', 'desa', 'keluarga', 'nusapati', 'camat', 'sungai', 'pinyuh', 'cepat', 'ambil', 'tabung', 'gas', 'sembako']",pelaku uang tunai rupiah letak korban gang cempaka desa keluarga nusapati camat sungai pinyuh cepat ambil tabung gas sembako
LP/B/53/III/2021/Kalbar/Res/Mpw/Sek/Sui Pinyuh,27 Maret 2021,"Pelaku masuk ke dalam gudang dengan cara merusak gembok, kemudian mengambil uang tunai Rp 10.000.000.",Pelaku masuk ke dalam gudang dengan cara merusak gembok kemudian mengambil uang tunai Rp,pelaku masuk ke dalam gudang dengan cara merusak gembok kemudian mengambil uang tunai rp,pelaku masuk ke dalam gudang dengan cara merusak gembok kemudian mengambil uang tunai rupiah,"['pelaku', 'masuk', 'ke', 'dalam', 'gudang', 'dengan', 'cara', 'merusak', 'gembok', 'kemudian', 'mengambil', 'uang', 'tunai', 'rupiah']","['pelaku', 'masuk', 'gudang', 'merusak', 'gembok', 'mengambil', 'uang', 'tunai', 'rupiah']","['pelaku', 'masuk', 'gudang', 'rusak', 'gembok', 'ambil', 'uang', 'tunai', 'rupiah']",pelaku masuk gudang rusak gembok ambil uang tunai rupiah
LP/B/54/III/2021/Kalbar/Res/Mpw/Sek/Sui Pinyuh,27 Maret 2021,Pelaku memukul korban menggunakan papan kayu karena sengketa tanah.,Pelaku memukul korban menggunakan papan kayu karena sengketa tanah,pelaku memukul korban menggunakan papan kayu karena sengketa tanah,pelaku memukul korban menggunakan papan kayu karena sengketa tanah,"['pelaku', 'memukul', 'korban', 'menggunakan', 'papan', 'kayu', 'karena', 'sengketa', 'tanah']","['pelaku', 'memukul', 'korban', 'papan', 'kayu', 'sengketa', 'tanah']","['pelaku', 'pukul', 'korban', 'papan', 'kayu', 'sengketa', 'tanah']",pelaku pukul korban papan kayu sengketa tanah
LP/B/56/IV/2021/Kalbar/Res/Mpw/Sek/Sui Pinyuh,1 April 2021,"Pelaku dalam keadaan mabuk mendatangi rumah korban dan berteriak-teriak, kemudian merusak pintu pagar hingga roboh.",Pelaku dalam keadaan mabuk mendatangi rumah korban dan berteriak teriak kemudian merusak pintu pagar hingga roboh,pelaku dalam keadaan mabuk mendatangi rumah korban dan berteriak teriak kemudian merusak pintu pagar hingga roboh,pelaku dalam keadaan mabuk mendatangi rumah korban dan berteriak teriak kemudian merusak pintu pagar hingga roboh,"['pelaku', 'dalam', 'keadaan', 'mabuk', 'mendatangi', 'rumah', 'korban', 'dan', 'berteriak', 'teriak', 'kemudian', 'merusak', 'pintu', 'pagar', 'hingga', 'roboh']","['pelaku', 'mabuk', 'rumah', 'korban', 'berteriak', 'teriak', 'merusak', 'pintu', 'pagar', 'roboh']","['pelaku', 'mabuk', 'rumah', 'korban', 'teriak', 'teriak', 'rusak', 'pintu', 'pagar', 'roboh']",pelaku mabuk rumah korban teriak teriak rusak pintu pagar roboh
LP/B/57/IV/2021/Kalbar/Res/Mpw/Sek/Sui Pinyuh,5 April 2021,Pelaku meninju korban akibat tersinggung oleh komentar korban.,Pelaku meninju korban akibat tersinggung oleh komentar korban,pelaku meninju korban akibat tersinggung oleh komentar korban,pelaku meninju korban akibat tersinggung oleh komentar korban,"['pelaku', 'meninju', 'korban', 'akibat', 'tersinggung', 'oleh', 'komentar', 'korban']","['pelaku', 'meninju', 'korban', 'akibat', 'tersinggung', 'komentar', 'korban']","['pelaku', 'tinju', 'korban', 'akibat', 'singgung', 'komentar', 'korban']",pelaku tinju korban akibat singgung komentar korban
LP/B/58/IV/2021/Kalbar/Res/Mpw/Sek/Sui Pinyuh,10 April 2021,"Berdasarkan informasi warga, petugas melakukan penggerebekan di Gg. Cempaka, Desa/Kel. Sungai Bakau Besar Laut, Kec. Sungai Pinyuh dan mendapati pelaku sedang menimbang sabu ke dalam paket kecil.",Berdasarkan informasi warga petugas melakukan penggerebekan di Gg Cempaka Desa Kel Sungai Bakau Besar Laut Kec Sungai Pinyuh dan mendapati pelaku sedang menimbang sabu ke dalam paket kecil,berdasarkan informasi warga petugas melakukan penggerebekan di gg cempaka desa kel sungai bakau besar laut kec sungai pinyuh dan mendapati pelaku sedang menimbang sabu ke dalam paket kecil,berdasarkan informasi warga petugas melakukan penggerebekan di gang cempaka desa keluarga sungai bakau besar laut kecamatan sungai pinyuh dan mendapati pelaku sedang menimbang sabu ke dalam paket kecil,"['berdasarkan', 'informasi', 'warga', 'petugas', 'melakukan', 'penggerebekan', 'di', 'gang', 'cempaka', 'desa', 'keluarga', 'sungai', 'bakau', 'besar', 'laut', 'kecamatan', 'sungai', 'pinyuh', 'dan', 'mendapati', 'pelaku', 'sedang', 'menimbang', 'sabu', 'ke', 'dalam', 'paket', 'kecil']","['berdasarkan', 'informasi', 'warga', 'petugas', 'penggerebekan', 'gang', 'cempaka', 'desa', 'keluarga', 'sungai', 'bakau', 'laut', 'kecamatan', 'sungai', 'pinyuh', 'mendapati', 'pelaku', 'menimbang', 'sabu', 'paket']","['dasar', 'informasi', 'warga', 'petugas', 'gerebek', 'gang', 'cempaka', 'desa', 'keluarga', 'sungai', 'bakau', 'laut', 'camat', 'sungai', 'pinyuh', 'dapat', 'pelaku', 'timbang', 'sabu', 'paket']",dasar informasi warga petugas gerebek gang cempaka desa keluarga sungai bakau laut camat sungai pinyuh dapat pelaku timbang sabu paket
